,FINAL_ID,PHYLUM,CLASS,ORDER,FAMILY,SUBFAMILY,GENUS,SPECIES,MACRO_GENSPECIES,FEEDINGHAB,TOLERANCE,NBI_P_TOLERANCE,NBI_N_TOLERANCE,TOLNAME,CLASSIFIER,PREVNAMES,COMMONNAME,REFERENCE
566,AULODRILUS_LIMNOBIUS,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,TUBIFICIDAE,TUBIFICIDAE,AULODRILUS,AULODRILUS_LIMNOBIUS,AULODRILUS LIMNOBIUS,C-G,7,NA,NA,TOLERANT,OLIGOCHAETA,NA,WORM,"18,83"
567,AULODRILUS_PIGUETI,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,TUBIFICIDAE,TUBIFICIDAE,AULODRILUS,AULODRILUS_PIGUETI,AULODRILUS PIGUETI,C-G,7,NA,NA,TOLERANT,OLIGOCHAETA,NA,WORM,"18,83"
1318,AULODRILUS_PIQUETI,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,TUBIFICIDAE,TUBIFICIDAE,AULODRILUS,AULODRILUS_PIQUETI,AULODRILUS PIQUETI,C-G,7,NA,NA,TOLERANT,OLIGOCHAETA,NA,WORM,"18,83"
568,AULODRILUS_PLURISETA,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,TUBIFICIDAE,TUBIFICIDAE,AULODRILUS,AULODRILUS_PLURISETA,AULODRILUS PLURISETA,C-G,7,NA,NA,TOLERANT,OLIGOCHAETA,NA,WORM,"18,83"
569,AULODRILUS_SP.,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,TUBIFICIDAE,TUBIFICIDAE,AULODRILUS,AULODRILUS,AULODRILUS SP.,C-G,7,NA,NA,TOLERANT,OLIGOCHAETA,NA,WORM,"18,83"
1027,AXARUS_FESTIVUS_GR.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,AXARUS,AXARUS_FESTIVUS,AXARUS FESTIVUS GR.,C-G,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,"88,124"
1028,AXARUS_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,AXARUS,AXARUS,AXARUS SP.,C-G,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,"88,124"
998,BAETIS_BRUNNEICOLOR,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,BAETIDAE,BAETIS,BAETIS_BRUNNEICOLOR,BAETIS BRUNNEICOLOR,C-G,4,1,5,INTOLERANT,EPHEMEROPTERA,NA,MAYFLY,74
999,BAETIS_FLAVISTRIGA,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,BAETIDAE,BAETIS,BAETIS_FLAVISTRIGA,BAETIS FLAVISTRIGA,C-G,4,7,7,INTOLERANT,EPHEMEROPTERA,NA,MAYFLY,74
1000,BAETIS_INTERCALARIS,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,BAETIDAE,BAETIS,BAETIS_INTERCALARIS,BAETIS INTERCALARIS,C-G,5,6,5,FACULTATIVE,EPHEMEROPTERA,NA,MAYFLY,74
1001,BAETIS_PLUTO,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,BAETIDAE,BAETIS,BAETIS_PLUTO,BAETIS PLUTO,C-G,6,NA,NA,FACULTATIVE,EPHEMEROPTERA,NA,MAYFLY,74
1003,BAETIS_SP.,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,BAETIDAE,BAETIS,BAETIS,BAETIS SP.,C-G,6,6,3,FACULTATIVE,EPHEMEROPTERA,NA,MAYFLY,74
1002,BAETIS_TRICAUDATUS,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,BAETIDAE,BAETIS,BAETIS_TRICAUDATUS,BAETIS TRICAUDATUS,C-G,6,8,9,FACULTATIVE,EPHEMEROPTERA,NA,MAYFLY,74
586,BAETISCA_SP.,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETISCIDAE,BAETISCIDAE,BAETISCA,BAETISCA,BAETISCA SP.,C-G,4,NA,NA,INTOLERANT,EPHEMEROPTERA,NA,MAYFLY,83
590,BASIAESCHNA_SP.,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,AESHNIDAE,BASIAESCHNA,BASIAESCHNA,BASIAESCHNA SP.,PRD,6,NA,NA,FACULTATIVE,INSECTS-OTHER,NA,DRAGONFLY,"83,122"
1150,BATRACOBDELLA_PHALERA,ANNELIDA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,GLOSSIPHONIIDAE,BATRACOBDELLA,BATRACOBDELLA_PHALERA,BATRACOBDELLA PHALERA,PRD,8,NA,NA,TOLERANT,OTHER,NA,LEECH,"83,63"
1151,BATRACOBDELLA_SP.,ANNELIDA,HIRUDINEA,RHYNCHOBDELLIDA,GLOSSIPHONIIDAE,GLOSSIPHONIIDAE,BATRACOBDELLA,BATRACOBDELLA,BATRACOBDELLA SP.,PRD,8,NA,NA,TOLERANT,OTHER,NA,LEECH,"83,63"
1349,BELOSTOMA_SP.,ARTHROPODA,INSECTA,HEMIPTERA,BELOSTOMATIDAE,BELOSTOMATIDAE,BELOSTOMA,BELOSTOMA,BELOSTOMA SP.,PRD,9,NA,NA,TOLERANT,INSECTS-OTHER,NA,WATER BUG,NA
711,BEROSUS_SP.,ARTHROPODA,INSECTA,COLEOPTERA,HYDROPHILIDAE,HYDROPHILIDAE,BEROSUS,BEROSUS,BEROSUS SP.,C-G,5,NA,NA,FACULTATIVE,COLEOPTERA,NA,BEETLE,"83,123"
170,BEZZIA_SP.,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE,CERATOPOGONIDAE,BEZZIA,BEZZIA,BEZZIA SP.,PRD,6,NA,NA,FACULTATIVE,INSECTS-OTHER,NA,PUNKIE,83
168,BEZZIA_SP._1,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE,CERATOPOGONIDAE,BEZZIA,BEZZIA,BEZZIA SP. 1,PRD,6,NA,NA,FACULTATIVE,INSECTS-OTHER,NA,PUNKIE,83
169,BEZZIA_SP._2,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE,CERATOPOGONIDAE,BEZZIA,BEZZIA,BEZZIA SP. 2,PRD,6,NA,NA,FACULTATIVE,INSECTS-OTHER,NA,PUNKIE,83
37,BITHYNIA_SP.,MOLLUSCA,GASTROPODA,MESOGASTROPODA,BITHYNIIDAE,BITHYNIIDAE,BITHYNIA,BITHYNIA,BITHYNIA SP.,SCR,8,NA,NA,TOLERANT,MOLLUSCA,NA,SNAIL,"60,83"
725,BITHYNIA_TENTACULATA,MOLLUSCA,GASTROPODA,MESOGASTROPODA,BITHYNIIDAE,BITHYNIIDAE,BITHYNIA,BITHYNIA_TENTACULATA,BITHYNIA TENTACULATA,SCR,8,NA,NA,TOLERANT,MOLLUSCA,NA,SNAIL,"60,83"
157,BITTACOMORPHA_SP.,ARTHROPODA,INSECTA,DIPTERA,PTYCHOPTERIDAE,PTYCHOPTERIDAE,BITTACOMORPHA,BITTACOMORPHA,BITTACOMORPHA SP.,C-G,9,NA,NA,TOLERANT,INSECTS-OTHER,NA,FLY,83
1339,BLEPHARICERA_SP.,ARTHROPODA,INSECTA,DIPTERA,BLEPHARICERIDAE,BLEPHARICERIDAE,BLEPHARICERA,BLEPHARICERA,BLEPHARICERA SP.,SCR,0,NA,NA,INTOLERANT,INSECTS-OTHER,NA,MIDGE,"83, 117"
1334,BOREOCHLUS_PERSIMILIS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,PODONOMINAE,BOREOCHLUS,BOREOCHLUS_PERSIMILIS,BOREOCHLUS PERSIMILIS,C-G,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,124
571,BOTHRIONEURUM_SP.,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,TUBIFICIDAE,TUBIFICIDAE,BOTHRIONEURUM,BOTHRIONEURUM,BOTHRIONEURUM SP.,C-G,7,NA,NA,TOLERANT,OLIGOCHAETA,NA,WORM,18
570,BOTHRIONEURUM_VEJDOVSKYANUM,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,TUBIFICIDAE,TUBIFICIDAE,BOTHRIONEURUM,BOTHRIONEURUM_VEJDOVSKYANUM,BOTHRIONEURUM VEJDOVSKYANUM,C-G,7,NA,NA,TOLERANT,OLIGOCHAETA,NA,WORM,18
604,BOYERIA_SP.,ARTHROPODA,INSECTA,ODONATA,AESCHNIDAE,AESCHNIDAE,BOYERIA,BOYERIA,BOYERIA SP.,PRD,2,NA,NA,INTOLERANT,INSECTS-OTHER,NA,DRAGONFLY,"83,122"
603,BOYERIA_VINOSA,ARTHROPODA,INSECTA,ODONATA,AESCHNIDAE,AESCHNIDAE,BOYERIA,BOYERIA_VINOSA,BOYERIA VINOSA,PRD,2,NA,NA,INTOLERANT,INSECTS-OTHER,NA,DRAGONFLY,"83,122"
1249,BRACHYCENTRUS_AMERICANUS,ARTHROPODA,INSECTA,TRICHOPTERA,BRACHYCENTRIDAE,BRACHYCENTRIDAE,BRACHYCENTRUS,BRACHYCENTRUS_AMERICANUS,BRACHYCENTRUS AMERICANUS,C-F,1,NA,NA,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,42
1250,BRACHYCENTRUS_APPALACHIA,ARTHROPODA,INSECTA,TRICHOPTERA,BRACHYCENTRIDAE,BRACHYCENTRIDAE,BRACHYCENTRUS,BRACHYCENTRUS_APPALACHIA,BRACHYCENTRUS APPALACHIA,C-F,0,3,4,INTOLERANT,TRICHOPTERA,BRACHYCENTRUS SP. 1,CADDISFLY,42
1251,BRACHYCENTRUS_INCANUS,ARTHROPODA,INSECTA,TRICHOPTERA,BRACHYCENTRIDAE,BRACHYCENTRIDAE,BRACHYCENTRUS,BRACHYCENTRUS_INCANUS,BRACHYCENTRUS INCANUS,C-F,0,NA,NA,INTOLERANT,TRICHOPTERA,BRACHYCENTRUS SP. 3,CADDISFLY,42
1252,BRACHYCENTRUS_LATERALIS,ARTHROPODA,INSECTA,TRICHOPTERA,BRACHYCENTRIDAE,BRACHYCENTRIDAE,BRACHYCENTRUS,BRACHYCENTRUS_LATERALIS,BRACHYCENTRUS LATERALIS,C-F,1,NA,NA,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,42
1253,BRACHYCENTRUS_NIGROSOMA,ARTHROPODA,INSECTA,TRICHOPTERA,BRACHYCENTRIDAE,BRACHYCENTRIDAE,BRACHYCENTRUS,BRACHYCENTRUS_NIGROSOMA,BRACHYCENTRUS NIGROSOMA,C-F,1,NA,NA,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,42
1254,BRACHYCENTRUS_NUMEROSUS,ARTHROPODA,INSECTA,TRICHOPTERA,BRACHYCENTRIDAE,BRACHYCENTRIDAE,BRACHYCENTRUS,BRACHYCENTRUS_NUMEROSUS,BRACHYCENTRUS NUMEROSUS,C-F,1,NA,NA,INTOLERANT,TRICHOPTERA,BRACHYCENTRUS SP. 2,CADDISFLY,42
1255,BRACHYCENTRUS_SOLOMONI,ARTHROPODA,INSECTA,TRICHOPTERA,BRACHYCENTRIDAE,BRACHYCENTRIDAE,BRACHYCENTRUS,BRACHYCENTRUS_SOLOMONI,BRACHYCENTRUS SOLOMONI,C-F,1,NA,NA,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,42
1256,BRACHYCENTRUS_SP.,ARTHROPODA,INSECTA,TRICHOPTERA,BRACHYCENTRIDAE,BRACHYCENTRIDAE,BRACHYCENTRUS,BRACHYCENTRUS,BRACHYCENTRUS SP.,C-F,1,NA,NA,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,42
576,BRACHYCERCUS_MACULATUS,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,CAENIDAE,BRACHYCERCUS,BRACHYCERCUS_MACULATUS,BRACHYCERCUS MACULATUS,C-G,3,NA,NA,INTOLERANT,EPHEMEROPTERA,NA,MAYFLY,"83,23"
577,BRACHYCERCUS_SP.,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,CAENIDAE,BRACHYCERCUS,BRACHYCERCUS,BRACHYCERCUS SP.,C-G,3,NA,NA,INTOLERANT,EPHEMEROPTERA,NA,MAYFLY,"83,23"
1264,BRANCHIOBDELLA_SP.,ANNELIDA,BRANCHIOBDELLA,BRANCHIOBDELLIDA,BRANCHIOBDELLIDAE,BRANCHIOBDELLIDAE,BRANCHIOBDELLA,BRANCHIOBDELLA,BRANCHIOBDELLA SP.,C-G,6,NA,NA,FACULTATIVE,OTHER,NA,WORM,108
381,BRANCHIURA_SOWERBYI,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,TUBIFICIDAE,TUBIFICIDAE,BRANCHIURA,BRANCHIURA_SOWERBYI,BRANCHIURA SOWERBYI,C-G,6,NA,NA,TOLERANT,OLIGOCHAETA,NA,WORM,"18,83"
382,BRANCHIURA_SP.,ANNELIDA,OLIGOCHAETA,TUBIFICIDAE,TUBIFICIDAE,TUBIFICIDAE,BRANCHIURA,BRANCHIURA,BRANCHIURA SP.,C-G,6,NA,NA,TOLERANT,OLIGOCHAETA,NA,WORM,"18,83"
357,BRILLIA_FLAVIFRONS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,BRILLIA,BRILLIA_FLAVIFRONS,BRILLIA FLAVIFRONS,SHR,5,NA,NA,FACULTATIVE,CHIRONOMIDAE,BRILLIA SP. 1,MIDGE,80
358,BRILLIA_PARVA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,BRILLIA,BRILLIA_PARVA,BRILLIA PARVA,SHR,5,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,80
359,BRILLIA_SERA,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,BRILLIA,BRILLIA_SERA,BRILLIA SERA,SHR,5,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,80
360,BRILLIA_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,BRILLIA,BRILLIA,BRILLIA SP.,SHR,5,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,80
260,BRUNDINIELLA_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,BRUNDINIELLA,BRUNDINIELLA,BRUNDINIELLA SP.,PRD,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,83
850,CAECIDOTEA_COMMUNIS,ARTHROPODA,CRUSTACEA,ISOPODA,ASELLIDAE,ASELLIDAE,CAECIDOTEA,CAECIDOTEA_COMMUNIS,CAECIDOTEA COMMUNIS,C-G,8,NA,NA,TOLERANT,CRUSTACEA,ASELLUS COMMUNIS,SOWBUG,"108, 126"
851,CAECIDOTEA_INTERMEDIUS,ARTHROPODA,CRUSTACEA,ISOPODA,ASELLIDAE,ASELLIDAE,CAECIDOTEA,CAECIDOTEA_INTERMEDIUS,CAECIDOTEA INTERMEDIUS,C-G,8,NA,NA,TOLERANT,CRUSTACEA,ASELLUS MILITARIS,SOWBUG,126
854,CAECIDOTEA_NR._RACOVITZAI,ARTHROPODA,CRUSTACEA,ISOPODA,ASELLIDAE,ASELLIDAE,CAECIDOTEA,CAECIDOTEA_RACOVITZAI,CAECIDOTEA NR. RACOVITZAI,C-G,8,NA,NA,TOLERANT,CRUSTACEA,ASELLUS NR. RACOVITZAI,SOWBUG,"108,126"
852,CAECIDOTEA_RACOVITZAI,ARTHROPODA,CRUSTACEA,ISOPODA,ASELLIDAE,ASELLIDAE,CAECIDOTEA,CAECIDOTEA_RACOVITZAI,CAECIDOTEA RACOVITZAI,C-G,8,6,2,TOLERANT,CRUSTACEA,ASELLUS RACOVITZAI,SOWBUG,"108, 126"
853,CAECIDOTEA_RACOVITZAI_RACOVITZAI,ARTHROPODA,CRUSTACEA,ISOPODA,ASELLIDAE,ASELLIDAE,CAECIDOTEA,CAECIDOTEA_RACOVITZAI_RACOVITZAI,CAECIDOTEA RACOVITZAI RACOVITZAI,C-G,8,NA,NA,TOLERANT,CRUSTACEA,ASELLUS RACOVITZAI RACOVITZAI,SOWBUG,"108,126"
855,CAECIDOTEA_SP.,ARTHROPODA,CRUSTACEA,ISOPODA,ASELLIDAE,ASELLIDAE,CAECIDOTEA,CAECIDOTEA,CAECIDOTEA SP.,C-G,8,7,9,TOLERANT,CRUSTACEA,ASELLUS SP.,SOWBUG,108
578,CAENIS_AMICA,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,CAENIDAE,CAENIS,CAENIS_AMICA,CAENIS AMICA,C-G,6,NA,NA,FACULTATIVE,EPHEMEROPTERA,NA,MAYFLY,84
579,CAENIS_ANCEPS,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,CAENIDAE,CAENIS,CAENIS_ANCEPS,CAENIS ANCEPS,C-G,6,NA,NA,FACULTATIVE,EPHEMEROPTERA,CAENIS SP.,MAYFLY,84
580,CAENIS_DIMINUTA,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,CAENIDAE,CAENIS,CAENIS_DIMINUTA,CAENIS DIMINUTA,C-G,6,NA,NA,FACULTATIVE,EPHEMEROPTERA,NA,MAYFLY,84
581,CAENIS_LATIPENNIS,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,CAENIDAE,CAENIS,CAENIS_LATIPENNIS,CAENIS LATIPENNIS,C-G,6,NA,NA,FACULTATIVE,EPHEMEROPTERA,CAENIS SP.,MAYFLY,84
582,CAENIS_MACAFFERTI,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,CAENIDAE,CAENIS,CAENIS_MACAFFERTI,CAENIS MACAFFERTI,C-G,6,NA,NA,FACULTATIVE,EPHEMEROPTERA,NA,MAYFLY,84
583,CAENIS_PUNCTATA,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,CAENIDAE,CAENIS,CAENIS_PUNCTATA,CAENIS PUNCTATA,C-G,6,NA,NA,FACULTATIVE,EPHEMEROPTERA,NA,MAYFLY,84
584,CAENIS_SP.,ARTHROPODA,INSECTA,EPHEMEROPTERA,CAENIDAE,CAENIDAE,CAENIS,CAENIS,CAENIS SP.,C-G,6,3,3,FACULTATIVE,EPHEMEROPTERA,NA,MAYFLY,83
1004,CALLIBAETIS_SP.,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,BAETIDAE,CALLIBAETIS,CALLIBAETIS,CALLIBAETIS SP.,C-G,7,NA,NA,TOLERANT,EPHEMEROPTERA,NA,MAYFLY,83
1340,CALOPTERYX_MACULATA,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,CALOPTERYGIDAE,CALOPTERYX,CALOPTERYX_MACULATA,CALOPTERYX MACULATA,PRD,6,NA,NA,FACULTATIVE,INSECTS-OTHER,NA,DAMSELFLY,NA
624,CALOPTERYX_SP.,ARTHROPODA,INSECTA,ODONATA,CALOPTERYGIDAE,CALOPTERYGIDAE,CALOPTERYX,CALOPTERYX,CALOPTERYX SP.,PRD,6,NA,NA,FACULTATIVE,INSECTS-OTHER,AGRION SP.,DAMSELFLY,"83,122"
889,CAMBARUS_BARTONII,ARTHROPODA,CRUSTACEA,DECAPODA,CAMBARIDAE,CAMBARIDAE,CAMBARUS,CAMBARUS_BARTONII,CAMBARUS BARTONII,C-G,6,NA,NA,FACULTATIVE,CRUSTACEA,NA,CRAYFISH,"83,108,5"
890,CAMBARUS_SP.,ARTHROPODA,CRUSTACEA,DECAPODA,CAMBARIDAE,CAMBARIDAE,CAMBARUS,CAMBARUS,CAMBARUS SP.,C-G,6,NA,NA,FACULTATIVE,CRUSTACEA,NA,CRAYFISH,"83,108,5"
309,CAMPELOMA_DECISUM,MOLLUSCA,GASTROPODA,MESOGASTROPODA,VIVIPARIDAE,VIVIPARIDAE,CAMPELOMA,CAMPELOMA_DECISUM,CAMPELOMA DECISUM,SCR,6,NA,NA,FACULTATIVE,MOLLUSCA,NA,SNAIL,"60,83"
310,CAMPELOMA_SP.,MOLLUSCA,GASTROPODA,MESOGASTROPODA,VIVIPARIDAE,VIVIPARIDAE,CAMPELOMA,CAMPELOMA,CAMPELOMA SP.,SCR,6,NA,NA,FACULTATIVE,MOLLUSCA,NA,SNAIL,"60,83"
361,CAMPTOCLADIUS_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,CAMPTOCLADIUS,CAMPTOCLADIUS,CAMPTOCLADIUS SP.,C-G,8,NA,NA,TOLERANT,CHIRONOMIDAE,NA,MIDGE,36
362,CARDIOCLADIUS_ALBIPLUMUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,CARDIOCLADIUS,CARDIOCLADIUS_ALBIPLUMUS,CARDIOCLADIUS ALBIPLUMUS,PRD,5,NA,NA,FACULTATIVE,CHIRONOMIDAE,"EUKIEFFERIELLA NR. SIMILIS, CARDIOCLADIUS SP. 3, EUKIEFFERIELLA POTTHASTI GR.",MIDGE,77
363,CARDIOCLADIUS_OBSCURUS,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,CARDIOCLADIUS,CARDIOCLADIUS_OBSCURUS,CARDIOCLADIUS OBSCURUS,PRD,5,8,6,FACULTATIVE,CHIRONOMIDAE,CARDIOCLADIUS SP. 1,MIDGE,"106,83"
364,CARDIOCLADIUS_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,CARDIOCLADIUS,CARDIOCLADIUS,CARDIOCLADIUS SP.,PRD,5,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,106
478,CELINA_SP.,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,DYTISCIDAE,CELINA,CELINA,CELINA SP.,PRD,5,NA,NA,FACULTATIVE,COLEOPTERA,NA,BEETLE,"83,123"
1005,CENTROPTILUM_SP.,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,BAETIDAE,CENTROPTILUM,CENTROPTILUM,CENTROPTILUM SP.,C-G,2,NA,NA,INTOLERANT,EPHEMEROPTERA,NA,MAYFLY,83
108,CERACLEA_ALCES,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,LEPTOCERIDAE,CERACLEA,CERACLEA_ALCES,CERACLEA ALCES,C-G,3,NA,NA,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,85
109,CERACLEA_PUNCTATA,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,LEPTOCERIDAE,CERACLEA,CERACLEA_PUNCTATA,CERACLEA PUNCTATA,C-G,3,NA,NA,INTOLERANT,TRICHOPTERA,NA,CADDISFLY,85
110,CERACLEA_SP.,ARTHROPODA,INSECTA,TRICHOPTERA,LEPTOCERIDAE,LEPTOCERIDAE,CERACLEA,CERACLEA,CERACLEA SP.,C-G,3,NA,NA,INTOLERANT,TRICHOPTERA,ATHRIPSODES SP. 2,CADDISFLY,125
1161,CERATOPSYCHE_ALHEDRA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHIDAE,CERATOPSYCHE,CERATOPSYCHE_ALHEDRA,CERATOPSYCHE ALHEDRA,C-F,3,NA,NA,INTOLERANT,TRICHOPTERA,HYDROPSYCHE ALHEDRA,CADDISFLY,"105,98"
1164,CERATOPSYCHE_BRONTA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHIDAE,CERATOPSYCHE,CERATOPSYCHE_BRONTA,CERATOPSYCHE BRONTA,C-F,6,7,6,FACULTATIVE,TRICHOPTERA,"HYDROPSYCHE BRONTA HYDROPSYCHE RECURVATA, SYMPHITOPSYCHE BRONTA",CADDISFLY,"103,105"
1314,CERATOPSYCHE_BRONTA/MOROSA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHIDAE,CERATOPSYCHE,CERATOPSYCHE,CERATOPSYCHE BRONTA/MOROSA,C-F,6,6,4,FACULTATIVE,TRICHOPTERA,NA,CADDISFLY,"105, 105"
1168,CERATOPSYCHE_MOROSA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHIDAE,CERATOPSYCHE,CERATOPSYCHE_MOROSA,CERATOPSYCHE MOROSA,C-F,6,5,1,FACULTATIVE,TRICHOPTERA,"HYDROPSYCHE MOROSA SYMPHITOPSYCHE BIFIDA, HYDROPSYCHE BIFIDA, HYDROPSYCHE SP. 1, HYDROPSYCHE SP. 10",CADDISFLY,"103,105"
1174,CERATOPSYCHE_SLOSSONAE,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHIDAE,CERATOPSYCHE,CERATOPSYCHE,CERATOPSYCHE SLOSSONAE,C-F,4,6,10,INTOLERANT,TRICHOPTERA,"HYDROPSYCHE SLOSSONAE HYDROPSYCHE NR. BETTENI, HYDROPSYCHE SP. 4, SYMPHITOPSYCHE SLOSSONAE",CADDISFLY,103
1313,CERATOPSYCHE_SP.,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHIDAE,CERATOPSYCHE,CERATOPSYCHE,CERATOPSYCHE SP.,C-F,4,5,4,FACULTATIVE,TRICHOPTERA,NA,CADDISFLY,"103, 105"
1175,CERATOPSYCHE_SPARNA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHIDAE,CERATOPSYCHE,CERATOPSYCHE,CERATOPSYCHE SPARNA,C-F,6,6,7,FACULTATIVE,TRICHOPTERA,"HYDROPSYCHE SPARNA, HYDROPSYCHE SP. 8, SYMPHITOPSYCHE SPARNA",CADDISFLY,103
1177,CERATOPSYCHE_VENTURA,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHIDAE,CERATOPSYCHE,CERATOPSYCHE_VENTURA,CERATOPSYCHE VENTURA,C-F,5,NA,NA,FACULTATIVE,TRICHOPTERA,HYDROPSYCHE VENTURA,CADDISFLY,NA
597,CERNOTINA_SP.,ARTHROPODA,INSECTA,TRICHOPTERA,POLYCENTROPIDIDAE,POLYCENTROPODINAE,CERNOTINA,CERNOTINA,CERNOTINA SP.,PRD,6,NA,NA,FACULTATIVE,TRICHOPTERA,NA,CADDISFLY,NA
366,CHAETOCLADIUS_SP.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,CHAETOCLADIUS,CHAETOCLADIUS,CHAETOCLADIUS SP.,C-G,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,124
365,CHAETOCLADIUS_VITELLINUS_GR.,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,CHAETOCLADIUS,CHAETOCLADIUS_VITELLINUS,CHAETOCLADIUS VITELLINUS GR.,C-G,6,NA,NA,FACULTATIVE,CHIRONOMIDAE,NA,MIDGE,124
500,CHAETOGASTER_DIAPHANUS,ANNELIDA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,NAIDIDAE,CHAETOGASTER,CHAETOGASTER_DIAPHANUS,CHAETOGASTER DIAPHANUS,PRD,7,NA,NA,FACULTATIVE,OLIGOCHAETA,CHAETOGASTER CRISTALLINUS,WORM,"18,83"
